datetime,zone_id,weather,temperature,rain_mm,humidity,traffic_index
2024-01-01 13:00:00,8,Rainy,23.2,0.0,81.1,2.2
2024-01-01 13:00:00,9,Clear,23.7,9.13,75.4,6.6
2024-01-01 13:00:00,10,Clear,25.0,0.0,75.0,3.5
2024-01-01 14:00:00,1,Cloudy,27.3,9.08,67.3,6.8
2024-01-01 14:00:00,2,Clear,29.2,0.0,86.4,2.6
2024-01-01 14:00:00,3,Rainy,28.7,0.0,44.3,8.4
2024-01-01 14:00:00,4,Rainy,25.6,0.0,86.8,8.1
2024-01-01 14:00:00,5,Cloudy,28.8,0.0,76.6,7.3
2024-01-01 14:00:00,6,Rainy,28.6,0.0,79.7,6.8
2024-01-01 14:00:00,7,Clear,25.2,0.0,68.3,7.2
2024-01-01 14:00:00,8,Cloudy,28.1,0.0,51.8,3.7
2024-01-01 14:00:00,9,Clear,34.2,0.0,44.8,8.6
2024-01-01 14:00:00,10,Cloudy,24.9,19.0,65.3,11.2
2024-01-01 15:00:00,1,Rainy,23.0,0.0,54.2,2.5
2024-01-01 15:00:00,2,Cloudy,28.6,0.0,40.3,7.0
2024-01-01 15:00:00,3,Cloudy,26.3,0.0,41.3,7.9
2024-01-01 15:00:00,4,Clear,32.7,0.0,81.9,5.6
2024-01-01 15:00:00,5,Clear,28.4,13.12,79.0,3.6
2024-01-01 15:00:00,6,Rainy,25.2,14.11,43.8,3.1
2024-01-01 15:00:00,7,Rainy,28.3,0.0,75.1,6.7
2024-01-01 15:00:00,8,Rainy,26.7,0.0,56.9,7.1
2024-01-01 15:00:00,9,Cloudy,31.2,0.0,43.7,2.6
2024-01-01 15:00:00,10,Rainy,33.1,0.0,43.5,7.7
2024-01-01 16:00:00,1,Cloudy,29.2,0.0,51.3,6.4
2024-01-01 16:00:00,2,Clear,28.8,0.0,62.9,7.8
2024-01-01 16:00:00,3,Rainy,36.9,0.0,82.0,3.8
2024-01-01 16:00:00,4,Clear,29.8,6.1,56.6,9.9
2024-01-01 16:00:00,5,Cloudy,30.1,0.0,53.1,6.0
2024-01-01 16:00:00,6,Rainy,25.2,0.0,73.9,4.6
2024-01-01 16:00:00,7,Cloudy,24.2,0.0,47.3,2.7
2024-01-01 16:00:00,8,Rainy,31.0,3.64,83.4,11.6
2024-01-01 16:00:00,9,Cloudy,32.7,0.0,47.6,8.0
2024-01-01 16:00:00,10,Clear,29.7,8.53,78.1,9.9
2024-01-01 17:00:00,1,Rainy,27.0,0.0,69.5,8.4
2024-01-01 17:00:00,2,Rainy,37.3,0.0,55.2,6.5
2024-01-01 17:00:00,3,Cloudy,22.5,0.0,50.0,7.3
2024-01-01 17:00:00,4,Clear,21.3,0.0,70.1,8.0
2024-01-01 17:00:00,5,Rainy,22.3,6.45,72.1,8.8
2024-01-01 17:00:00,6,Clear,25.9,10.86,59.4,6.4
2024-01-01 17:00:00,7,Clear,33.3,0.0,88.5,2.5
2024-01-01 17:00:00,8,Cloudy,22.7,0.0,45.3,3.7
2024-01-01 17:00:00,9,Clear,24.5,0.0,40.8,3.8
2024-01-01 17:00:00,10,Cloudy,28.0,0.0,78.8,3.8
2024-01-01 18:00:00,1,Cloudy,29.6,0.0,45.3,4.6
2024-01-01 18:00:00,2,Rainy,27.4,0.0,58.1,3.7
2024-01-01 18:00:00,3,Rainy,39.3,1.48,87.9,11.0
2024-01-01 18:00:00,4,Rainy,25.2,0.0,69.5,5.8
2024-01-01 18:00:00,5,Clear,34.4,8.35,49.4,5.3
2024-01-01 18:00:00,6,Cloudy,31.5,6.94,76.3,11.1
2024-01-01 18:00:00,7,Rainy,31.4,0.0,89.7,6.3
2024-01-01 18:00:00,8,Clear,22.9,0.0,69.3,6.5
2024-01-01 18:00:00,9,Clear,25.1,0.0,74.9,2.9
2024-01-01 18:00:00,10,Rainy,30.4,1.26,44.9,9.1
2024-01-01 19:00:00,1,Rainy,35.2,7.48,54.1,5.1
2024-01-01 19:00:00,2,Rainy,25.4,0.0,80.7,5.1
2024-01-01 19:00:00,3,Rainy,31.0,0.0,65.0,2.1
2024-01-01 19:00:00,4,Clear,28.2,0.0,71.4,5.3
2024-01-01 19:00:00,5,Clear,30.1,0.0,70.8,7.1
2024-01-01 19:00:00,6,Cloudy,26.4,0.0,84.2,5.9
2024-01-01 19:00:00,7,Cloudy,26.8,0.0,51.9,4.4
2024-01-01 19:00:00,8,Cloudy,22.2,7.2,64.4,11.7
2024-01-01 19:00:00,9,Cloudy,26.9,0.0,89.6,6.0
2024-01-01 19:00:00,10,Rainy,23.2,0.0,89.6,8.5
2024-01-01 20:00:00,1,Clear,22.3,0.0,51.5,6.7
2024-01-01 20:00:00,2,Cloudy,29.7,19.13,42.6,7.9
2024-01-01 20:00:00,3,Rainy,24.6,0.0,66.5,6.7
2024-01-01 20:00:00,4,Cloudy,26.1,0.0,47.5,3.3
2024-01-01 20:00:00,5,Rainy,23.1,0.0,72.4,4.0
2024-01-01 20:00:00,6,Cloudy,27.7,0.0,63.4,5.0
2024-01-01 20:00:00,7,Clear,19.2,0.0,68.6,7.4
2024-01-01 20:00:00,8,Rainy,28.3,0.0,87.3,3.0
2024-01-01 20:00:00,9,Clear,31.7,0.0,77.2,8.5
2024-01-01 20:00:00,10,Clear,33.4,0.0,56.2,7.7
2024-01-01 21:00:00,1,Cloudy,33.8,0.0,61.7,6.0
2024-01-01 21:00:00,2,Cloudy,29.5,0.0,78.5,5.1
2024-01-01 21:00:00,3,Cloudy,24.2,0.0,61.4,8.3
2024-01-01 21:00:00,4,Rainy,25.4,0.0,45.0,4.6
2024-01-01 21:00:00,5,Cloudy,21.3,0.0,45.1,8.9
2024-01-01 21:00:00,6,Cloudy,26.1,0.0,44.9,4.6
2024-01-01 21:00:00,7,Clear,28.9,0.0,54.6,2.2
2024-01-01 21:00:00,8,Clear,28.2,0.0,59.3,7.4
2024-01-01 21:00:00,9,Rainy,38.4,5.62,85.6,3.7
2024-01-01 21:00:00,10,Cloudy,33.0,0.0,64.0,4.7
2024-01-01 22:00:00,1,Rainy,36.3,0.0,48.6,3.7
2024-01-01 22:00:00,2,Clear,28.7,0.0,44.2,5.4
2024-01-01 22:00:00,3,Clear,25.7,0.0,82.6,2.6
2024-01-01 22:00:00,4,Clear,22.6,2.43,57.0,4.5
2024-01-01 22:00:00,5,Rainy,32.0,0.0,74.7,5.2
2024-01-01 22:00:00,6,Clear,34.9,0.0,61.5,9.0
2024-01-01 22:00:00,7,Rainy,35.1,0.0,75.2,4.0
2024-01-01 22:00:00,8,Clear,26.1,0.0,82.6,3.4
2024-01-01 22:00:00,9,Rainy,29.1,0.0,72.7,6.1
2024-01-01 22:00:00,10,Cloudy,30.1,3.76,80.9,4.2
2024-01-01 23:00:00,1,Cloudy,24.7,0.0,52.5,4.3
2024-01-01 23:00:00,2,Clear,28.0,0.0,76.0,8.0
2024-01-01 23:00:00,3,Clear,25.1,0.0,61.2,7.2
2024-01-01 23:00:00,4,Cloudy,30.9,0.0,68.5,8.6
2024-01-01 23:00:00,5,Clear,29.6,0.0,59.7,9.0
2024-01-01 23:00:00,6,Cloudy,35.3,0.0,67.3,7.7
2024-01-01 23:00:00,7,Clear,21.8,0.0,60.6,3.5
2024-01-01 23:00:00,8,Cloudy,24.1,0.0,62.6,6.6
2024-01-01 23:00:00,9,Cloudy,24.6,0.0,65.0,6.1
2024-01-01 23:00:00,10,Cloudy,31.8,0.0,40.2,3.7
2024-01-02 00:00:00,1,Clear,23.8,0.0,51.0,5.3
2024-01-02 00:00:00,2,Rainy,34.1,0.0,74.4,6.6
2024-01-02 00:00:00,3,Clear,29.1,0.0,42.0,6.2
2024-01-02 00:00:00,4,Rainy,26.3,0.0,44.4,8.2
2024-01-02 00:00:00,5,Clear,33.1,13.0,61.6,11.4
2024-01-02 00:00:00,6,Cloudy,27.3,0.0,46.4,4.3
2024-01-02 00:00:00,7,Cloudy,34.4,0.0,86.9,5.9
2024-01-02 00:00:00,8,Clear,35.0,0.0,62.9,6.7
2024-01-02 00:00:00,9,Rainy,34.3,0.0,51.9,3.6
2024-01-02 00:00:00,10,Rainy,30.9,0.0,85.9,4.3
2024-01-02 01:00:00,1,Cloudy,22.5,0.0,42.5,7.3
2024-01-02 01:00:00,2,Cloudy,26.3,9.45,82.6,3.1
2024-01-02 01:00:00,3,Rainy,26.9,0.0,59.2,6.1
2024-01-02 01:00:00,4,Rainy,25.8,0.0,88.5,8.6
2024-01-02 01:00:00,5,Clear,24.8,0.0,41.2,4.6
2024-01-02 01:00:00,6,Clear,26.5,0.0,52.6,4.1
2024-01-02 01:00:00,7,Rainy,33.1,10.99,46.6,10.5
2024-01-02 01:00:00,8,Clear,19.7,0.0,47.1,2.8
2024-01-02 01:00:00,9,Cloudy,29.1,0.0,48.3,7.0
2024-01-02 01:00:00,10,Clear,30.7,0.0,64.2,4.0
2024-01-02 02:00:00,1,Cloudy,29.8,0.0,84.0,5.7
2024-01-02 02:00:00,2,Clear,25.9,0.0,41.3,5.9
2024-01-02 02:00:00,3,Rainy,31.4,0.0,52.5,4.3
2024-01-02 02:00:00,4,Cloudy,29.9,0.0,67.9,7.3
2024-01-02 02:00:00,5,Cloudy,24.0,0.0,83.4,2.2
2024-01-02 02:00:00,6,Clear,28.1,9.02,53.6,3.5
2024-01-02 02:00:00,7,Cloudy,36.1,0.0,74.7,7.1
2024-01-02 02:00:00,8,Cloudy,26.2,0.0,48.3,4.7
2024-01-02 02:00:00,9,Clear,26.8,0.0,65.8,4.3
2024-01-02 02:00:00,10,Rainy,26.4,0.0,87.0,7.2
2024-01-02 03:00:00,1,Rainy,24.7,0.0,78.5,5.2
2024-01-02 03:00:00,2,Clear,27.0,0.0,73.6,4.2
2024-01-02 03:00:00,3,Rainy,28.1,0.0,63.3,5.3
2024-01-02 03:00:00,4,Rainy,30.8,0.0,45.3,5.7
2024-01-02 03:00:00,5,Rainy,23.2,0.0,80.8,5.2
2024-01-02 03:00:00,6,Cloudy,26.1,0.0,41.3,5.3
2024-01-02 03:00:00,7,Cloudy,26.7,0.0,51.9,3.8
2024-01-02 03:00:00,8,Cloudy,30.7,0.0,84.5,6.1
2024-01-02 03:00:00,9,Clear,24.9,0.0,58.9,5.9
2024-01-02 03:00:00,10,Rainy,29.5,0.0,68.9,7.3
2024-01-02 04:00:00,1,Cloudy,26.9,0.0,51.4,7.7
2024-01-02 04:00:00,2,Cloudy,25.1,0.0,74.4,2.3
2024-01-02 04:00:00,3,Clear,29.9,0.0,65.5,8.3
2024-01-02 04:00:00,4,Rainy,26.3,0.0,76.1,5.6
2024-01-02 04:00:00,5,Clear,27.7,0.0,66.8,3.8
2024-01-02 04:00:00,6,Clear,24.8,0.0,49.6,8.5
2024-01-02 04:00:00,7,Cloudy,24.1,0.0,85.0,3.1
2024-01-02 04:00:00,8,Cloudy,28.6,0.0,40.9,5.1
2024-01-02 04:00:00,9,Rainy,33.9,0.0,67.7,4.6
2024-01-02 04:00:00,10,Rainy,33.5,0.0,54.9,6.6
2024-01-02 05:00:00,1,Rainy,31.0,0.0,56.6,8.2
2024-01-02 05:00:00,2,Rainy,30.9,0.0,62.3,6.7
2024-01-02 05:00:00,3,Clear,23.7,0.0,62.1,2.1
2024-01-02 05:00:00,4,Rainy,30.4,0.0,68.1,8.0
2024-01-02 05:00:00,5,Rainy,30.8,14.86,43.7,10.7
2024-01-02 05:00:00,6,Rainy,29.6,0.0,63.2,4.4
2024-01-02 05:00:00,7,Cloudy,26.3,0.0,71.7,3.9
2024-01-02 05:00:00,8,Cloudy,32.0,0.0,49.7,7.7
2024-01-02 05:00:00,9,Rainy,33.1,0.0,67.7,2.8
2024-01-02 05:00:00,10,Cloudy,27.7,0.0,50.5,7.2
2024-01-02 06:00:00,1,Rainy,16.5,0.0,75.7,4.3
2024-01-02 06:00:00,2,Clear,33.4,0.0,59.1,3.7
2024-01-02 06:00:00,3,Clear,24.5,0.0,77.2,8.3
2024-01-02 06:00:00,4,Clear,25.5,0.0,53.0,8.7
2024-01-02 06:00:00,5,Cloudy,17.0,0.0,72.4,3.1
2024-01-02 06:00:00,6,Cloudy,29.0,0.0,55.2,3.9
2024-01-02 06:00:00,7,Rainy,28.6,1.18,73.3,6.7
2024-01-02 06:00:00,8,Cloudy,29.1,0.0,89.4,4.0
2024-01-02 06:00:00,9,Rainy,25.0,0.0,40.9,3.2
2024-01-02 06:00:00,10,Rainy,30.6,0.0,83.0,7.5
2024-01-02 07:00:00,1,Clear,27.1,14.37,63.6,11.0
2024-01-02 07:00:00,2,Cloudy,30.0,0.0,45.3,5.3
2024-01-02 07:00:00,3,Cloudy,31.8,0.0,45.1,2.7
2024-01-02 07:00:00,4,Clear,23.4,0.0,68.6,5.6
2024-01-02 07:00:00,5,Rainy,30.5,0.0,41.8,7.9
2024-01-02 07:00:00,6,Clear,24.5,0.0,66.6,5.0
2024-01-02 07:00:00,7,Rainy,27.8,0.0,75.8,4.2
2024-01-02 07:00:00,8,Clear,24.9,0.0,82.9,2.2
2024-01-02 07:00:00,9,Clear,30.2,0.0,77.1,4.1
2024-01-02 07:00:00,10,Rainy,31.3,0.95,68.8,9.9
2024-01-02 08:00:00,1,Rainy,28.1,0.0,47.3,5.7
2024-01-02 08:00:00,2,Clear,21.1,0.0,67.0,2.6
2024-01-02 08:00:00,3,Cloudy,23.9,0.0,53.7,3.6
2024-01-02 08:00:00,4,Clear,33.8,0.0,50.6,4.7
2024-01-02 08:00:00,5,Cloudy,24.4,0.0,60.0,5.6
2024-01-02 08:00:00,6,Clear,25.4,8.63,53.6,3.0
2024-01-02 08:00:00,7,Cloudy,29.5,0.0,54.1,8.0
2024-01-02 08:00:00,8,Rainy,30.3,7.3,76.7,5.4
2024-01-02 08:00:00,9,Cloudy,27.8,0.0,54.5,6.4
2024-01-02 08:00:00,10,Clear,34.2,0.0,80.2,7.2
2024-01-02 09:00:00,1,Clear,27.0,0.0,78.0,5.8
2024-01-02 09:00:00,2,Cloudy,30.1,0.0,55.7,2.5
2024-01-02 09:00:00,3,Cloudy,24.8,10.44,66.2,10.6
2024-01-02 09:00:00,4,Clear,26.2,8.41,84.4,8.5
2024-01-02 09:00:00,5,Cloudy,31.5,0.0,47.1,4.9
2024-01-02 09:00:00,6,Cloudy,34.4,0.0,88.8,8.6
2024-01-02 09:00:00,7,Cloudy,30.5,18.27,66.6,8.2
2024-01-02 09:00:00,8,Cloudy,24.0,0.0,57.5,2.3
2024-01-02 09:00:00,9,Cloudy,24.7,0.0,85.3,3.1
2024-01-02 09:00:00,10,Clear,27.3,0.0,40.9,4.0
2024-01-02 10:00:00,1,Cloudy,32.6,0.0,40.6,8.2
2024-01-02 10:00:00,2,Clear,25.3,0.0,88.2,3.0
2024-01-02 10:00:00,3,Clear,31.7,0.0,40.4,7.8
2024-01-02 10:00:00,4,Cloudy,27.1,0.0,51.3,6.6
2024-01-02 10:00:00,5,Clear,25.8,0.0,85.6,4.2
2024-01-02 10:00:00,6,Cloudy,36.2,0.0,56.1,7.2
2024-01-02 10:00:00,7,Cloudy,27.6,9.87,50.7,2.7
2024-01-02 10:00:00,8,Rainy,26.9,0.0,74.8,7.4
2024-01-02 10:00:00,9,Cloudy,27.8,0.0,61.4,7.7
2024-01-02 10:00:00,10,Cloudy,30.2,0.0,77.5,2.1
2024-01-02 11:00:00,1,Cloudy,30.3,0.0,79.6,2.7
2024-01-02 11:00:00,2,Cloudy,29.1,15.73,52.1,6.2
2024-01-02 11:00:00,3,Rainy,30.4,0.0,54.3,3.7
2024-01-02 11:00:00,4,Rainy,32.5,0.0,55.1,7.6
2024-01-02 11:00:00,5,Rainy,26.6,0.0,44.7,2.9
2024-01-02 11:00:00,6,Clear,33.3,2.07,84.7,9.8
2024-01-02 11:00:00,7,Clear,26.0,0.0,58.2,4.8
2024-01-02 11:00:00,8,Rainy,25.2,0.0,71.7,6.3
2024-01-02 11:00:00,9,Rainy,24.9,0.0,45.5,2.7
2024-01-02 11:00:00,10,Cloudy,29.5,0.0,75.3,4.1
2024-01-02 12:00:00,1,Cloudy,24.9,2.42,49.8,6.8
2024-01-02 12:00:00,2,Clear,29.9,19.96,83.3,7.4
2024-01-02 12:00:00,3,Rainy,28.0,0.0,80.5,6.6
2024-01-02 12:00:00,4,Clear,30.3,1.31,52.6,9.3
2024-01-02 12:00:00,5,Rainy,23.4,0.0,44.6,2.4
2024-01-02 12:00:00,6,Cloudy,25.9,0.0,52.2,4.5
2024-01-02 12:00:00,7,Cloudy,33.8,18.48,64.9,7.6
2024-01-02 12:00:00,8,Cloudy,30.2,0.0,48.2,4.2
2024-01-02 12:00:00,9,Cloudy,22.8,0.0,61.6,3.4
2024-01-02 12:00:00,10,Cloudy,34.1,3.14,83.1,9.1
2024-01-02 13:00:00,1,Clear,30.2,19.76,53.5,7.4
2024-01-02 13:00:00,2,Cloudy,23.5,0.0,59.5,6.4
2024-01-02 13:00:00,3,Clear,32.8,0.0,73.1,3.8
2024-01-02 13:00:00,4,Cloudy,29.2,13.09,67.9,6.2
2024-01-02 13:00:00,5,Cloudy,27.7,0.0,58.2,7.0
2024-01-02 13:00:00,6,Clear,27.6,0.0,52.0,2.4
2024-01-02 13:00:00,7,Rainy,30.9,0.0,74.9,8.8
2024-01-02 13:00:00,8,Clear,24.9,0.0,81.9,4.3
2024-01-02 13:00:00,9,Cloudy,31.0,0.0,58.7,7.8
2024-01-02 13:00:00,10,Cloudy,30.7,0.0,65.0,4.2
2024-01-02 14:00:00,1,Rainy,28.0,0.0,81.4,7.8
2024-01-02 14:00:00,2,Rainy,31.6,0.0,89.2,3.7
2024-01-02 14:00:00,3,Cloudy,21.4,0.0,58.3,2.2
2024-01-02 14:00:00,4,Cloudy,36.0,0.0,54.2,5.6
2024-01-02 14:00:00,5,Rainy,27.6,0.0,82.6,3.9
